,name,colors,manaValue,power,toughness,text,rarity,keywords,supertypes,types,subtypes
2390,Stalking Drone,C,2.0,2.0,2.0,"Devoid (This card has no color.)
{C}: Stalking Drone gets +1/+2 until end of turn. Activate only once each turn. ({C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
2391,Vile Redeemer,C,3.0,3.0,3.0,"Devoid (This card has no color.)
Flash
When you cast this spell, you may pay {C}. If you do, create a 1/1 colorless Eldrazi Scion creature token for each nontoken creature that died under your control this turn. Those tokens have ""Sacrifice this creature: Add {C}.""",rare,"Devoid, Flash",,Creature,Eldrazi
2392,World Breaker,C,7.0,5.0,7.0,"Devoid (This card has no color.)
When you cast this spell, exile target artifact, enchantment, or land.
Reach
{2}{C}, Sacrifice a land: Return World Breaker from your graveyard to your hand. ({C} represents colorless mana.)",mythic,"Devoid, Reach",,Creature,Eldrazi
2393,Baloth Pup,G,2.0,3.0,1.0,Baloth Pup has trample as long as it has a +1/+1 counter on it.,uncommon,,,Creature,Beast
2394,Canopy Gorger,G,6.0,6.0,5.0,,common,,,Creature,Wurm
2395,Embodiment of Insight,G,5.0,4.0,4.0,"Vigilance
Land creatures you control have vigilance.
Landfall — Whenever a land enters the battlefield under your control, you may have target land you control become a 3/3 Elemental creature with haste until end of turn. It's still a land.",uncommon,"Landfall, Vigilance",,Creature,Elemental
2396,Gladehart Cavalry,G,7.0,6.0,6.0,"When Gladehart Cavalry enters the battlefield, support 6. (Put a +1/+1 counter on each of up to six other target creatures.)
Whenever a creature you control with a +1/+1 counter on it dies, you gain 2 life.",rare,Support,,Creature,"Elf, Knight"
2397,Harvester Troll,G,4.0,2.0,3.0,"When Harvester Troll enters the battlefield, you may sacrifice a creature or land. If you do, put two +1/+1 counters on Harvester Troll.",uncommon,,,Creature,Troll
2398,Loam Larva,G,2.0,1.0,3.0,"When Loam Larva enters the battlefield, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.",common,,,Creature,Insect
2399,Saddleback Lagac,G,4.0,3.0,1.0,"When Saddleback Lagac enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)",common,Support,,Creature,Lizard
2400,Seed Guardian,G,4.0,3.0,4.0,"Reach
When Seed Guardian dies, create an X/X green Elemental creature token, where X is the number of creature cards in your graveyard.",uncommon,Reach,,Creature,Elemental
2401,Sylvan Advocate,G,2.0,2.0,3.0,"Vigilance
As long as you control six or more lands, Sylvan Advocate and land creatures you control get +2/+2.",rare,Vigilance,,Creature,"Elf, Druid, Ally"
2402,Tajuru Pathwarden,G,5.0,5.0,4.0,"Vigilance, trample",common,"Trample, Vigilance",,Creature,"Elf, Warrior, Ally"
2403,Flayer Drone,C,3.0,3.0,1.0,"Devoid (This card has no color.)
First strike
Whenever another colorless creature enters the battlefield under your control, target opponent loses 1 life.",uncommon,"Devoid, First strike",,Creature,"Eldrazi, Drone"
2404,Mindmelter,C,3.0,2.0,2.0,"Devoid (This card has no color.)
Mindmelter can't be blocked.
{3}{C}: Target opponent exiles a card from their hand. Activate only as a sorcery. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
2405,Void Grafter,C,3.0,2.0,4.0,"Devoid (This card has no color.)
Flash (You may cast this spell any time you could cast an instant.)
When Void Grafter enters the battlefield, another target creature you control gains hexproof until end of turn.",uncommon,"Devoid, Flash",,Creature,"Eldrazi, Drone"
2406,"Ayli, Eternal Pilgrim","B, W",2.0,2.0,3.0,"Deathtouch
{1}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness.
{1}{W}{B}, Sacrifice another creature: Exile target nonland permanent. Activate only if you have at least 10 life more than your starting life total.",rare,Deathtouch,Legendary,Creature,"Kor, Cleric"
2407,Baloth Null,"B, G",6.0,4.0,5.0,"When Baloth Null enters the battlefield, return up to two target creature cards from your graveyard to your hand.",uncommon,,,Creature,"Zombie, Beast"
2408,Cliffhaven Vampire,"B, W",4.0,2.0,4.0,"Flying
Whenever you gain life, each opponent loses 1 life.",uncommon,Flying,,Creature,"Vampire, Warrior, Ally"
2409,Joraga Auxiliary,"G, W",3.0,2.0,3.0,{4}{G}{W}: Support 2. (Put a +1/+1 counter on each of up to two other target creatures.),uncommon,Support,,Creature,"Elf, Soldier, Ally"
2410,"Jori En, Ruin Diver","R, U",3.0,2.0,3.0,"Whenever you cast your second spell each turn, draw a card.",rare,,Legendary,Creature,"Merfolk, Wizard"
2411,"Mina and Denn, Wildborn","G, R",4.0,4.0,4.0,"You may play an additional land on each of your turns.
{R}{G}, Return a land you control to its owner's hand: Target creature gains trample until end of turn.",rare,,Legendary,Creature,"Elf, Ally"
2412,Reflector Mage,"U, W",3.0,2.0,3.0,"When Reflector Mage enters the battlefield, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn.",uncommon,,,Creature,"Human, Wizard"
2413,Relentless Hunter,"G, R",3.0,3.0,3.0,{1}{R}{G}: Relentless Hunter gets +1/+1 and gains trample until end of turn.,uncommon,,,Creature,"Human, Warrior"
2414,Stormchaser Mage,"R, U",2.0,1.0,3.0,"Flying, haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",uncommon,"Flying, Haste, Prowess",,Creature,"Human, Wizard"
2415,Weapons Trainer,"R, W",2.0,3.0,2.0,Other creatures you control get +1/+0 as long as you control an Equipment.,uncommon,,,Creature,"Human, Soldier, Ally"
2416,Hedron Crawler,C,2.0,0.0,1.0,{T}: Add {C}. ({C} represents colorless mana.),common,,,"Artifact, Creature",Construct
2417,Bishop of Binding,W,4.0,1.0,1.0,"When Bishop of Binding enters the battlefield, exile target creature an opponent controls until Bishop of Binding leaves the battlefield.
Whenever Bishop of Binding attacks, target Vampire gets +X/+X until end of turn, where X is the power of the exiled card.",rare,,,Creature,"Vampire, Cleric"
2418,Everdawn Champion,W,3.0,2.0,2.0,Prevent all combat damage that would be dealt to Everdawn Champion.,uncommon,,,Creature,"Human, Soldier"
2419,Exultant Skymarcher,W,3.0,2.0,3.0,Flying,common,Flying,,Creature,"Vampire, Soldier"
2420,Famished Paladin,W,2.0,3.0,3.0,"Famished Paladin doesn't untap during your untap step.
Whenever you gain life, untap Famished Paladin.",uncommon,,,Creature,"Vampire, Knight"
2421,Forerunner of the Legion,W,3.0,2.0,2.0,"When Forerunner of the Legion enters the battlefield, you may search your library for a Vampire card, reveal it, then shuffle and put that card on top.
Whenever another Vampire enters the battlefield under your control, target creature gets +1/+1 until end of turn.",uncommon,,,Creature,"Vampire, Knight"
2422,Imperial Ceratops,W,5.0,3.0,5.0,"Enrage — Whenever Imperial Ceratops is dealt damage, you gain 2 life.",uncommon,Enrage,,Creature,Dinosaur
2423,Legion Conquistador,W,3.0,2.0,2.0,"When Legion Conquistador enters the battlefield, you may search your library for any number of cards named Legion Conquistador, reveal them, put them into your hand, then shuffle.",common,,,Creature,"Vampire, Soldier"
2424,Majestic Heliopterus,W,4.0,2.0,2.0,"Flying
Whenever Majestic Heliopterus attacks, another target Dinosaur you control gains flying until end of turn.",uncommon,Flying,,Creature,Dinosaur
2425,Martyr of Dusk,W,2.0,2.0,1.0,"When Martyr of Dusk dies, create a 1/1 white Vampire creature token with lifelink.",common,,,Creature,"Vampire, Soldier"
2426,Paladin of Atonement,W,2.0,1.0,1.0,"At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on Paladin of Atonement.
When Paladin of Atonement dies, you gain life equal to its toughness.",rare,,,Creature,"Vampire, Knight"
2427,Raptor Companion,W,2.0,3.0,1.0,,common,,,Creature,Dinosaur
2428,Sanguine Glorifier,W,4.0,3.0,3.0,"When Sanguine Glorifier enters the battlefield, put a +1/+1 counter on another target Vampire you control.",common,,,Creature,"Vampire, Cleric"
2429,Skymarcher Aspirant,W,1.0,2.0,1.0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Skymarcher Aspirant has flying as long as you have the city's blessing.",uncommon,Ascend,,Creature,"Vampire, Soldier"
2430,Snubhorn Sentry,W,1.0,0.0,3.0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Snubhorn Sentry gets +3/+0 as long as you have the city's blessing.",common,Ascend,,Creature,Dinosaur
2431,Sun-Crested Pterodon,W,5.0,2.0,5.0,"Flying
Sun-Crested Pterodon has vigilance as long as you control another Dinosaur.",common,Flying,,Creature,Dinosaur
2432,Temple Altisaur,W,5.0,3.0,4.0,"If a source would deal damage to another Dinosaur you control, prevent all but 1 of that damage.",rare,,,Creature,Dinosaur
2433,Trapjaw Tyrant,W,5.0,5.0,5.0,"Enrage — Whenever Trapjaw Tyrant is dealt damage, exile target creature an opponent controls until Trapjaw Tyrant leaves the battlefield.",mythic,Enrage,,Creature,Dinosaur
2434,"Zetalpa, Primal Dawn",W,8.0,4.0,8.0,"Flying, double strike, vigilance, trample, indestructible",rare,"Double strike, Flying, Indestructible, Trample, Vigilance",Legendary,Creature,"Elder, Dinosaur"
2435,Crafty Cutpurse,U,4.0,2.0,2.0,"Flash
When Crafty Cutpurse enters the battlefield, each token that would be created under an opponent's control this turn is created under your control instead.",rare,Flash,,Creature,"Human, Pirate"
2436,Deadeye Rig-Hauler,U,4.0,3.0,2.0,"Raid — When Deadeye Rig-Hauler enters the battlefield, if you attacked this turn, you may return target creature to its owner's hand.",common,Raid,,Creature,"Human, Pirate"
2437,Kitesail Corsair,U,2.0,2.0,1.0,Kitesail Corsair has flying as long as it's attacking.,common,,,Creature,"Human, Pirate"
2438,"Nezahal, Primal Tide",U,7.0,7.0,7.0,"This spell can't be countered.
You have no maximum hand size.
Whenever an opponent casts a noncreature spell, draw a card.
Discard three cards: Exile Nezahal, Primal Tide. Return it to the battlefield tapped under its owner's control at the beginning of the next end step.",rare,,Legendary,Creature,"Elder, Dinosaur"
2439,River Darter,U,3.0,2.0,3.0,River Darter can't be blocked by Dinosaurs.,common,,,Creature,"Merfolk, Warrior"
2440,Riverwise Augur,U,4.0,2.0,2.0,"When Riverwise Augur enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.",uncommon,,,Creature,"Merfolk, Wizard"
2441,Sailor of Means,U,3.0,1.0,4.0,"When Sailor of Means enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Human, Pirate"
2442,Seafloor Oracle,U,4.0,2.0,3.0,"Whenever a Merfolk you control deals combat damage to a player, draw a card.",rare,,,Creature,"Merfolk, Wizard"
2443,Silvergill Adept,U,2.0,2.0,1.0,"As an additional cost to cast this spell, reveal a Merfolk card from your hand or pay {3}.
When Silvergill Adept enters the battlefield, draw a card.",uncommon,,,Creature,"Merfolk, Wizard"
2444,Siren Reaver,U,4.0,3.0,2.0,"Raid — This spell costs {1} less to cast if you attacked this turn.
Flying",uncommon,"Flying, Raid",,Creature,"Siren, Pirate"
2445,Slippery Scoundrel,U,3.0,2.0,2.0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
As long as you have the city's blessing, Slippery Scoundrel has hexproof and can't be blocked.",uncommon,Ascend,,Creature,"Human, Pirate"
2446,Soul of the Rapids,U,5.0,3.0,2.0,"Flying
Hexproof (This creature can't be the target of spells or abilities your opponents control.)",common,"Flying, Hexproof",,Creature,Elemental
2447,Spire Winder,U,4.0,2.0,3.0,"Flying
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Spire Winder gets +1/+1 as long as you have the city's blessing.",common,"Ascend, Flying",,Creature,Snake
2448,Sworn Guardian,U,2.0,1.0,3.0,,common,,,Creature,"Merfolk, Warrior"
2449,Timestream Navigator,U,2.0,1.0,1.0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{2}{U}{U}, {T}, Put Timestream Navigator on the bottom of its owner's library: Take an extra turn after this one. Activate only if you have the city's blessing.",mythic,Ascend,,Creature,"Human, Pirate, Wizard"
2450,Warkite Marauder,U,2.0,2.0,1.0,"Flying
Whenever Warkite Marauder attacks, target creature defending player controls loses all abilities and has base power and toughness 0/1 until end of turn.",rare,Flying,,Creature,"Human, Pirate"
2451,Canal Monitor,B,5.0,5.0,3.0,,common,,,Creature,Lizard
2452,Champion of Dusk,B,5.0,4.0,4.0,"When Champion of Dusk enters the battlefield, you draw X cards and you lose X life, where X is the number of Vampires you control.",rare,,,Creature,"Vampire, Knight"
2453,Dinosaur Hunter,B,2.0,2.0,2.0,"Whenever Dinosaur Hunter deals damage to a Dinosaur, destroy that creature.",common,,,Creature,"Human, Pirate"
2454,Dire Fleet Poisoner,B,2.0,2.0,2.0,"Flash
Deathtouch
When Dire Fleet Poisoner enters the battlefield, target attacking Pirate you control gets +1/+1 and gains deathtouch until end of turn.",rare,"Deathtouch, Flash",,Creature,"Human, Pirate"
2455,Dusk Charger,B,4.0,3.0,3.0,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Dusk Charger gets +2/+2 as long as you have the city's blessing.",common,Ascend,,Creature,Horse
2456,Dusk Legion Zealot,B,2.0,1.0,1.0,"When Dusk Legion Zealot enters the battlefield, you draw a card and you lose 1 life.",common,,,Creature,"Vampire, Soldier"
2457,Fathom Fleet Boarder,B,3.0,3.0,3.0,"When Fathom Fleet Boarder enters the battlefield, you lose 2 life unless you control another Pirate.",common,,,Creature,"Orc, Pirate"
2458,Forerunner of the Coalition,B,3.0,2.0,2.0,"When Forerunner of the Coalition enters the battlefield, you may search your library for a Pirate card, reveal it, then shuffle and put that card on top.
Whenever another Pirate enters the battlefield under your control, each opponent loses 1 life.",uncommon,,,Creature,"Human, Pirate"
2459,Mausoleum Harpy,B,5.0,3.0,3.0,"Flying
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Whenever another creature you control dies, if you have the city's blessing, put a +1/+1 counter on Mausoleum Harpy.",uncommon,"Ascend, Flying",,Creature,Harpy
2460,Oathsworn Vampire,B,2.0,2.0,2.0,"Oathsworn Vampire enters the battlefield tapped.
You may cast Oathsworn Vampire from your graveyard if you gained life this turn.",uncommon,,,Creature,"Vampire, Knight"
2461,Pitiless Plunderer,B,4.0,1.0,4.0,"Whenever another creature you control dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature,"Human, Pirate"
